id,nazwa,cena,skladniki,url
1798,Coboté Coco Miracle,27,"Aqua, Cocos Nucifera (Coconut) Oil, Sodium Cocoyl Isethionate, Aloe Barbadensis (Aloe Vera) Leaf Extract, Parfum (Natural Fragrance), Tocopherol (Vitamin E), Panthenol (Provitamin B5)",https://www.hebe.pl/cobote-szampon-perfumowany-mini-size-100-ml-76543723.html
1799,Melica Organic,29,"Aqua, Coco Glucoside, DisodiumLauryl Sulfosuccinate, Głycerin, Sodium CocoSulfate, Głyceryl Oleate, Hydrolyzed Wheat Protein, Aloe Barbadensis (Aloe Vera) Extract, Cocamidopropyl Betaine, Sodium Chloride, Polyguaternium- 10, Sodium Benzoate, Potassium Sotbate, Citrie Acid, Parfum",https://www.hebe.pl/melica-organic-szampon-do-wlosow-z-proteinami-pszenicy-i-ekstraktem-z-aloesu-300-ml-64809923.html
1800,Sebastian Professional Dark Oil,83,"AQUA/WATER/EAU, SODIUM LAURYL SULFATE, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, PARFUM/ FRAGRANCE, PANTHENOL, CITRIC ACID, SODIUM BENZOATE, HYDROXYPROPYL METHYLCELLULOSE, PEG-35 CASTOR OIL, SALICYLIC ACID, TETRASODIUM EDTA, SODIUM HYDROXIDE, HEXYL CINNAMAL, METHYLPARABEN, COUMARIN, CITRONELLOL, LINALOOL, ARGANIA SPINOSA KERNEL OIL, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, SODIUM CITRATE, SODIUM XYLENESULFONATE",https://www.hebe.pl/sebastian-professional-olejkowy-szampon-do-wlosow-250-ml-51793052.html
1801,KV-1,89,"AQUA (WATER), SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, ASCORBYL PALMITATE, SODIUM HYALURONATE, PANTHENOL, TOCOPHEROL, MEL EXTRACT, LECITHIN, MAGNESIUM CHLORIDE, POLYQUATERNIUM-10, GLYCOL DISTEARATE, COCAMIDE MEA, COCO-GLUCOSIDE, GLYCERYL OLEATE, PROPYLENE GLYCOL, SODIUM SULFATE, PEG-55 PROPYLENE GLYCOL OLEATE, LAURETH-10, QUATERNIUM-80, HYDROGENATED PALM GLYCERIDES CITRATE, CALCIUM GLUCONATE, GLUCONOLACTONE, SODIUM CHLORIDE, MAGNESIUM NITRATE, METHYLISOTHIAZOLINONE, METHYLCHLOROISOTHIAZOLINONE, BENZOIC ACID, SODIUM BENZOATE, CITRIC ACID, PARFUM (FRAGRANCE).",https://www.hebe.pl/kv-1-szampon-do-wlosow-z-kwasem-hialuronowym-300-ml-71731559.html
1802,Brelil Numéro,24,"Ingredients: Aqua (Water), Sodium Laureth Sulfate, Cocamide DEA, Cocamidopropyl Betaine, Vaccinium Myrtillus Fruit Extract, Saccharomyces/Zinc Ferment, Saccharomyces/Iron Ferment, Saccharomyces/Magnesium Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Copper Ferment, Leuconostoc/Radish Root Ferment Filtrate, Parfum (Fragrance), Glycerin, Sodium Chloride, Polyquaternium-28, Sodium Gluconate, Laureth-10, Propylene Glycol, Glycol Distearate, Cocamide MEA, Panthenol, Citric Acid, Acid Violet 43, Phenoxyethanol, Sodium Benzoate, Ethylhexylglycerin, Benzyl Benzoate, Benzyl Alcohol, Citral, Hexyl Cinnamal, Amyl Cinnamal, Linalool, Limonene, Geraniol, Citronellol.",https://www.hebe.pl/brelil-numero-tonujacy-szampon-do-wlosow-blond-z-ekstraktem-z-jagod-300-ml-65148913.html
1803,Kevin Murphy Hydrate Me Wash,310,"Water (Aqua) (Eau), Sodium Cocoyl Isethionate, Disodium Laureth Sulfosuccinate, Cocamide MIPA, Cocamidopropyl Hydroxysultaine, Glycol Distearate, Glycerin, Retinyl Palmitate, Ascorbic Acid, Panthenol, Tocopherol, Biotin, Ascorbyl Palmitate, Tocopheryl Acetate, Pyridoxine HCI, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Terminalia Ferdinandiana Fruit Extract,Butyrospermum Parkii (Shea) Butter, Oenothera Biennis (Evening Primrose) Oil, Arctium Lappa Root Extract, Centella Asiatica Extract, Undaria Pinnatifida Extract, Rosa Canina Fruit Oil, Jojoba Esters, Hydrolyzed Milk Protein, Butylene Glycol, Propanediol, Cetrimonium Chloride, Amodimethicone, Silicone Quaternium-18, Quaternium-95, Sodium Methyl Cocoyl Taurate, Sodium Lauryl Sulfoacetate, Trideceth-6. Trideceth-12, Polysorbate 20, Polyquaternium-10, Pentaerythrityl Tetra-di-t-butylHydroxyhydrocinnamate, Phenoxyethanol, Chlorphenesin, Sorbic Acid, Benzoic Acid, Potassium Sorbate, Sodium Benzoate, Fragrance (Parfum). Limonene, Benzyl Benzoate, Benzyl Alcohol",https://www.hebe.pl/kevin-murphy-nawilzajaco-wygladzajacy-szampon-do-wlosow-1000-ml-77159558.html
1804,Eleven Australia Gentle Clean Balancing,77,"Aqua, Sodium Lauryl Sulfate, Betaine.",https://www.hebe.pl/eleven-australia-szampon-delikatnie-oczyszczajacy-300-ml-76693988.html
1805,Affinage Salon Professional Vitaplex,75,"Aqua (Water), Sodium Cocoyl Isethionate, Stearic Acid, Cocamidopropyl Betaine, Decyl Glucoside, Magnesium Aluminum Silicate, Laurdimonium Hydroxypropyl Hydrolyzed Keratin, Butyrospermum Parkii (Shea) Butter, Argania Spinosa Kernel Oil, Panthenol, Quaternium-80, Behenyl Alcohol, Citric Acid, PEG-150 Distearate, Propylene Glycol, Phenoxyethanol, Ethylhexylglycerin, Parfum (Fragrance), Benzyl Alcohol, Ethylhexyl Methoxycinnamate",https://www.hebe.pl/affinage-salon-professional-wzmacniajacy-szampon-do-wlosow-275-ml-63551449.html
1806,Phil Smith Smooth Luminous,29,"Aqua (Water), Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Chloride, PEG-18 Glyceryl Oleate/Cocoate, Amodimethicone, Parfum (Fragrance), Hexyl Cinnamal, Citric Acid, Hydroxypropyltrimonium Hydrolyzed Corn Starch, Tetrasodium EDTA, Linalool, Triethylene Glycol, Benzyl Alcohol, Hydrolyzed Vegetable Protein, Hydrolyzed Wheat Protein PG-Propyl Silanetriol, Propylene Glycol, Phenoxyethanol, Magnesium Chloride, Magnesium Nitrate, Methylchloroisothiazolinone, Sodium Benzoate, Methylisothiazolinone",https://www.hebe.pl/phil-smith-wygladzajacy-szampon-do-wlosow-400-ml-000000000000386014.html
1807,Phil Smith Curl Perfecting,34,"Aqua (Water), Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Chloride, PEG-18 Glyceryl Oleate/Cocoate, Parfum (Fragrance), Glycol Distearate, Laureth-4, Hexyl Cinnamal, Amodimethicone, Grape Seed Oil Glycereth-8 Esters, VP/DMAPA Acrylates Copolymer, Cetrimonium Chloride, Citric Acid, Panthenol, Tetrasodium EDTA, Linalool, Triethylene Glycol, Benzyl Alcohol, Glycerin, Propylene Glycol, Formic Acid, Benzalkonium Chloride, Magnesium Chloride, Magnesium Nitrate, Methylchloroisothiazolinone, Methylisothiazolinone",https://www.hebe.pl/phil-smith-szampon-do-wlosow-kreconych-400-ml-000000000000386013.html
1808,Kevin Murphy Fresh.Hair,101,"Butane, Isobutane, Alcohol Denat., Aluminum Starch Octenylsuccinate, Propane, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Reticulata (Tangerine) Peel Oil, Isopropyl Myristate, Silica, Fragrance (Parfum), Benzyl Benzoate, Limonene, Citronellol",https://www.hebe.pl/kevin-murphy-mini-suchy-szampon-do-wlosow-57-ml-49918259.html
1809,Montibello,59,"Aqua, Alcohol Denat., Propylene Glycol, Acetyl Cysteine, Acetyl Methionine, Achillea Millefolium Extract, Anhydroxylitol, Arginine, Ascorbic Acid, Ascorbyl Palmitate, Benzyl Salicylate, Butylene Glycol, Calcium Gluconate, Caprylyl Glycol, Cinchona Succirubra Bark Extract, Citric Acid, Coumarin, Disodium EDTA, Gluconolactone, Glycerin, Glycine Soja Germ Extract, Hexyl Cinnamal, Inositol, Lactic Acid, Lactis Proteinum, Lactose, Lecithin, Limonene, Linalool, Malus Domestica Fruit Cell Culture Extract, Panthenol, Panthenyl Ethyl Ether, Parfum, PEG-40 Hydrogenated Castor Oil, PEG-8, Phenoxyethanol, Propanediol, Scutellaria Baicalensis Root Extract, Serenoa Serrulata Fruit Oil, Sodium Benzoate, Sodium Citrate, Sodium Dehydroacetate, TIPA-Laureth Sulfate, Tocopherol, Triethanolamine, Triticum Vulgare Germ Extract, Tussilago Farfara Flower Extract, Vitis Vinifera Vine Extract, Xanthan Gum, Xylitol, Xylitylglucoside.",https://www.hebe.pl/montibello-koloryzujacy-szampon-do-wlosow-farbowanych-colour-reflect-zloty-300-ml-000000000000429905.html
1810,Bblonde,29,"Aqua (Water), Cocamidopropyl Betaine, Sodium C14-16 Olefin Sulfonate, Glycerin, Sodium Chloride, Amodimethicone, Cetrimonium Chloride, Papaver Somniferum (Poppy) Seed Oil, Tocopheryl Acetate, PEG-120 Methyl Glucose Trioleate, Propylene Glycol, Parfum (Fragrance), Hexyl Cinnamal, Limonene, Benzophenone-3, Benzophenone-4, Triethylene Glycol, Citric Acid, Trideceth-12, Phenoxyethanol, Sodium Benzoate, Acid Violet 43",https://www.hebe.pl/bblonde-szampon-do-wlosow-250-ml-000000000000378877.html
1811,Schwarzkopf Professional Goodbye Yellow,57,"Aqua (Water, Eau),Cocamidopropyl Betaine,Sodium Methyl Cocoyl Taurate,Coco-Glucoside,Sodium Chloride,Sodium C14-16 Olefin Sulfonate,PEG-120 Methyl Glucose Dioleate,Sclerocarya Birrea Seed Oil,Panthenol,Polyquaternium-10,Parfum (Fragrance),PEG-7 Glyceryl Cocoate,Caprylyl/Capryl Glucoside,Citric Acid,Sodium Benzoate,PEG-40 Hydrogenated Castor Oil,Glycol Distearate,Coconut Acid,Laureth-4,Hydrogenated Castor Oil,Magnesium Citrate,Succinic Acid,Acid Violet 43,HC Blue No. 12,HC Blue No. 16,Lactic Acid,Propylene Glycol,Benzyl Alcohol",https://www.hebe.pl/schwarzkopf-professional-szampon-do-wlosow-neutralizujacy-zolte-odcienie-300-ml-45999706.html
1812,Alfaparf Semi Di Lino,107,"AQUA (WATER), SODIUM C14-16 OLEFIN SULFONATE, COCAMIDOPROPYL BETAINE, GLYCERIN, SODIUM COCOAMPHOACETATE, PARFUM (FRAGRANCE), PHENOXYETHANOL, ACRYLATES COPOLYMER, ALOE BARBADENSIS LEAF JUICE, LACTIC ACID, PEG-40 HYDROGENATED CASTOR OIL, GLYCOL DISTEARATE, SODIUM BENZOATE, POLYQUATERNIUM-7, ETHYLHEXYLGLYCERIN, LAURETH-2, PEG,PPG-120,10 TRIMETHYLOLPROPANE TRIOLEATE, POLYQUATERNIUM-22, LAURETH-4, OCTYLDODECYL MYRISTATE, SODIUM HYDROXIDE, CAPPARIS SPINOSA FRUIT EXTRACT, CHAMOMILLA RECUTITA (MATRICARIA) OIL, ALPHA-GLUCAN OLIGOSACCHARIDE, LACTOCOCCUS FERMENT LYSATE, POTASSIUM SORBATE, CARNOSINE, ETHYLHEXYL METHOXYCINNAMATE, SODIUM CHLORIDE, LINUM USITATISSIMUM (LINSEED) SEED EXTRACT, BIOSACCHARIDE GUM-4, CAESALPINIA SPINOSA GUM.",https://www.hebe.pl/alfaparf-niskopieniacy-delikatny-szampon-oczyszczajacy-do-wrazliwej-skory-glowy-1000-ml-46038463.html
1813,Sebastian Professional Trilliance,199,"AQUA/WATER/EAU, SODIUM LAURETH SULFATE, SODIUM LAURYL SULFATE, GLYCOL DISTEARATE, DIMETHICONE, COCAMIDOPROPYL BETAINE, SODIUM CITRATE, COCAMIDE MEA, SODIUM XYLENESULFONATE, PARFUM/FRAGRANCE, SODIUM BENZOATE, PROPYLENE GLYCOL, CITRIC ACID, SODIUM CHLORIDE, SALICYLIC ACID, GLYCERIN, TETRASODIUM EDTA, METHYLPARABEN, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, BENZYL SALICYLATE, HEXYL CINNAMAL, BENZYL BENZOATE, HYDROCHLORIC ACID, QUARTZ, SORBIC ACID, POTASSIUM SORBATE, PHOSPHORIC ACID, MAGNESIUM NITRATE, METHYLCHLOROISOTHIAZOLINONE, MAGNESIUM CHLORIDE, METHYLISOTHIAZOLINONE",https://www.hebe.pl/sebastian-professional-nablyszczajacy-szampon-do-wlosow-1000-ml-49918537.html
1814,Goldwell Dualsenses Blondes and Highlights,13,"Water / Aqua / Eau, Sodium Laureth Sulfate, Sodium Lauroyl Sarcosinate, Lauryl Hydroxysultaine, PEG-3 Distearate, Sodium Chloride, Amodimethicone, Verbascum Thapsus Extract, Octyldodecyl PCA, Sodium PCA, Salix Nigra (Willow) Bark Extract, Ethylhexylglycerin, Lactic Acid, Polyquaternium-10, PEG-150 Pentaerythrityl Tetrastearate, Glycerin, PPG-2 Hydroxyethyl Cocamide, Panthenol, C12-14 Pareth-12, Citric Acid, Butylene Glycol, PPG-9, Disodium Distyrylbiphenyl Disulfonate, Sodium Acetate, C11-15 Pareth-7, Isopropyl Alcohol, Laureth-9, Glycoproteins, Trideceth-12, Acetic Acid, Sodium Benzoate, Benzoic Acid, Phenoxyethanol, Fra- grance / Parfum, C.I. 60730, HC Blue No.12",https://www.hebe.pl/goldwell-szampon-do-wlosow-blond-30-ml-43933160.html
1815,Biolage Advanced Fiberstrong,71,"Aqua / Water / Eau, Sodium Laureth Sulfate, Coco-Betaine, Sodium Lauryl Sulfate, Sodium Chloride, Glycol Distearate, Hexylene Glycol, Aminopropyl Triethoxysilane, Parfum / Fragrance, Acrylates Copolymer, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Alcohol Denat., Polyquaternium-30, Citric Acid, Benzyl Alcohol, Hexyl Cinnamal, Linalool, 2-Oleamido-1,3-Octadecanediol, Caprylic/Capric Triglyceride, Benzyl Salicylate, Methylchloroisothiazolinone, Methylisothiazolinone, Bambusa Vulgaris Extract, Sodium Hydroxide",https://www.hebe.pl/biolage-oczyszczajaco-wzmacniajacy-szampon-do-wlosow-250-ml-48632583.html
1816,Lisap Milano Hydra Care,90,"AQUA/WATER, GLYCERYL STEARATE, BEHENTRIMONIUM CHLORIDE, ISOPROPYL MYRISTATE, AMODIMETHICONE, ISOPROPYL PALMITATE, DECYL OLEATE, ISOPROPYL ALCOHOL, LAURDIMONIUM HYDROXYPROPYL HYDROLYZED KERATIN, UNDARIA PINNATIFIDA EXTRACT, HYDROLYZED SOY PROTEIN, CYPERUS PAPYRUS STEM EXTRACT, PALMITOYL MYRISTYL SERINATE, SODIUM POLYACRYLATE, PEG-8/SMDI COPOLYMER, PHENYL TRIMETHICONE, TRIDECETH-10, STEARAMIDOPROPYL DIMETHYLAMINE, CETRIMONIUM CHLORIDE, HYDROLYZED VEGETABLE PROTEIN PG-PROPYL SILANETRIOL, GLYCERIN, HYDROGENATED CASTOR OIL/SEBACIC ACID COPOLYMER, POLYQUATERNIUM-7, WHEAT AMINO ACIDS, PEG-8, CITRIC ACID, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, HEXYL CINNAMAL, LINALOOL, BENZYL BENZOATE, PARFUM/FRAGRANCE",https://www.hebe.pl/lisap-milano-nawilzajacy-szampon-do-wlosow-1000-ml-76246565.html
1817,Davines Authentic Cleansing Nectar,118,"Aqua, Decyl Glucoside, Cocamide Mipa, Sodium Cocoyl Isethionate, Capryl/Caprylyl Glucoside, Sodium Lauroamphoacetate, Sodium Methyl Cocoyl Taurate, Glycerin, Carthamus Tinctorius Seed Oil, Sodium Lauroyl Oat Amino Acids, Glyceryl Oleate, Coco-Glucoside; Guar Hydroxypropyltrimonium Chloride, Citric Acid, Benzyl Alcohol, Potassium Sorbate, Sodium Benzoate, Limonene, Linalool, Parfum.",https://www.hebe.pl/davines-oczyszczajacy-nektar-do-wlosow-i-ciala-280-ml-70662487.html
1818,Alterna My Hair My Canvas Me Time,218,"Aqua, Alcohol Denat., PVP, Benzyl Alcohol, Panthenol, Methylparaben, Cetrimonium Chloride, Isopropyl Alcohol, Disodium EDTA, Polyquaternium-4, Glycine, Alanine, Quaterninum-80, Propylene Glycol, Parfum, Hexyl Cinnamal, Benzyl Salicylate, Limonene, Linalool, , Hydrolized Keratin, Polyaminopropyl Biguanide, Phenoxyethanol, Sorbic Acid",https://www.hebe.pl/alterna-szampon-nawilzajacy-do-codziennego-stosowania-1000-ml-76693969.html
1819,SO'BiO etic,59,"AQUA /WATER/EAU, DECYL GLUCOSIDE, COCAMIDOPROPYL BETAINE, GLYCERIN, BUTYROSPERMUM PARKII (SHEA) BUTTER***, SIMONDSIACHINENSIS (JOJOBA) SEED OIL***, COCOS NUCIFERA (COCONUT) OIL***, BENZYL ALCOHOL, SODIUM BENZOATE, POTASSIUM SORBATE, ARCHIDYL GLUCOSIDE, XNTHAN GUM, ARCHIDYL ALCOHOL, BEHENYL ALCOHOL, GUAR HYDROXYPROPYLTROLMONIUM CHLORIDE, COESALPINIA SPINOSA GUM, ALOE BARBADESIS LEAF JUICE POWDER***, PARFUM (FRAGRANCE), KOALIN, SODIUM CHLORIDE, LACTIC ACID/SODIUM HYDROXIDE, LINALOOL. *z rolnictwa ekologicznego",https://www.hebe.pl/sobio-etic-szampon-odzywczy-shea-i-olej-jojoba-250-ml-76357869.html
1820,Soap&Friends For Men,39,"Aqua, Sodium Laureth Sulfate, Sorbitol, Cocamidopropyl Betaine, Coco-Glucoside, Glyceryl Oleate, Parfum, Sodium Chloride, Polyquaternium 7, Citric Acid, Tocopherol, Hydrogenated Palm Glycerides Citrate, Phenoxyethanol, Ethylhexylglycerin, Sodium Benzoate, Limonene, Linalool, Coumarin",https://www.hebe.pl/soapfriends-ekskluzywny-szampon-i-zel-2w1-meski-200-ml-60908052.html
1821,Sebamed Hair Care,134,"Aqua, Decyl Glucoside, Disodium Laureth Sulfosuccinate, Sodium Lauryl Sulfoacetate, PEG-55 Propylene Glycol Oleate, Propylene Glycol, Hydroxypropyl Oxidized Starch PG-Trimonium Chloride, Citric Acid, PEG-18 Glyceryl Oleate/Cocoate, Parfum, Phenoxyethanol, Sodium Benzoate.",https://www.hebe.pl/sebamed-delikatny-szampon-do-wlosow-1000-ml-66169808.html
1822,Sebamed Baby,69,"Aqua, Cocamidopropyl Betaine, Sodium Methyl Cocoyl Taurate, Disodium Cocoamphodiacetate, Chamomilla recutita extract, Coco Glucoside, Sodium Lactate, Glyceryl Oleate, Sodium Laureth Sulfate, PEG-3 Distearate, PEG-150 Distearate, Laureth-2, Alcohol, Parfum, Benzyl Alcohol, Phenoxyethanol, Sodium Benzoate.",https://www.hebe.pl/sebamed-szampon-do-wlosow-dla-dzieci-500-ml-66169815.html
1823,Melica Organic,29,"Aqua, Coco Glucoside, DisodiumLauryl Sulfosuccinate, Głycerin, Sodium CocoSulfate, Głyceryl Oleate, Acorus Calamus Root Extract, Secale Cereale Extract, Hydrolyzed Wheat Protein, Cocamidopropyl Betaine, SodiumChloride, Połyquaternium-10, SodiumBenzoate, PotassiuumSorbate, Parfum, Citric Acid",https://www.hebe.pl/melica-organic-szampon-przeciw-wypadaniu-wlosow-z-ekstraktem-z-chleba-i-tataraku-300-ml-64809925.html
1824,Trico Botanica Rekonstrukcja,44,"AQUA (WATER),SODIUM COCETH, SULFATE, COCAMIDOPROPYL BETAINE, GLYCOL, STEARATE SODIUM CHLORIDE, PEG -7, GLYCERYL COCOATE, PARFUM, LAURYL LACTATE, COCO-GLUCOSIDE, GUARHYDROXYPROPYLTRIMONIUM CHLORIDE, DISODIUM , COCAMPHODIACEDATE, DISODIUM LAURETH SULFOSUCCINATE, CITRIC ACID, POLYGLYCERYL 4 CAPRATE, BENZYL, SALICYTATE, LINALOOL, POLYGLYCERYL-3, RICINOLEATE, MAGNESIUM NITRATE, LIMONENE, TOCOPHERYL ACETATE, MAGNESIUM CHLORIDE, HYDROLYZED VEGETABLE PROTEIN PG-PROPYL SILANETRIOL, METHYLCHLOROISOTHIAZOLINONE, SODIUM HYALURONATE, SODIUM LAUROYL LACYLATE, VITIS VINIFERA SEED OIL(VITIS VINIFERA (GRAPE) SEEDOIL) HUMULUS LUPULUS EXTRACT(HUMULUS LUPULUS (HOPS EXTRACT), LYCIUM BARBARUM FRUIT EXTRACT, MALVA SYLVESTRIS FLOWER/ LEAF EXTRACT.",https://www.hebe.pl/trico-botanica-szampon-rekonstrukcja-z-kwasem-hialuronowym-i-ekstraktem-z-chmielu-do-wlosow-250-ml-64779112.html
1825,Kevin Murphy Balancing.Wash,145,"Water (Aqua) (Eau), Sodium Cocoyl Isethionate, Cocamidopropyl Hydroxysultaine, Glycol Distearate, Cocamidopropylamine Oxide, Panthenol, Tocopheryl Acetate, Ascorbic Acid, Citrus Grandis (Grapefruit) Fruit Extract, Salvia Officinalis (Sage) Leaf Extract, Urtica Dioica (Nettle) Extract, Helianthus Annuus (Sunflower) Seed Extract, Camellia Sinensis Leaf Extract, Cananga Odorata Flower Oil, Pelargonium Graveolens Flower Oil, Wheat Amino Acids, Superoxide Dismutase, Eugenia Caryophyllus (Clove) Leaf Oil, Melanin, Lactic Acid, Glycerin, Hydrolyzed Soy Protein, Hydrolyzed Wheat Protein, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Caprylyl Glycol, Pentylene Glycol, Butylene Glycol, Dipropylene Glycol, Polysilicone-19, Guar Hydroxypropyltrimonium Chloride, Glycereth-26, Methyl Gluceth-20, Decyl Glucoside, Sodium Lauroyl Sarcosinate, PEG-150 Distearate, Polyquaternium-7, Polyquaternium-11, Polyamide-2, PEG-4 Rapeseedamide, Malic Acid, Disodium EDTA, Tetrasodium EDTA, Phenoxyethanol, Ethylhexylglycerin, Sodium Benzoate, Leuconostoc/Radish Root Ferment Filtrate, Citric Acid, Fragrance (Parfum), Linalool, Citronellol, Benzyl Benzoate, Benzyl Salicylate",https://www.hebe.pl/kevin-murphy-szampon-do-codziennego-stosowania-250-ml-72322773.html
1826,Milk Shake Energizing Blend,106,"AQUA (WATER), AMMONIUM LAURYL SULFATE, COCAMIDOPROPYL BETAINE, DISODIUM LAURETH SULFOSUCCINATE, SODIUM CHLORIDE, POLYSORBATE 20, PEG-120 METHYL GLUCOSE TRIOLEATE, GLYCERIN, POLYQUATERNIUM-7, EUCALYPTOL, DISODIUM EDTA, CITRIC ACID, ARNICA MONTANA FLOWER EXTRACT, SALVIA OFFICINALIS (SAGE) LEAF EXTRACT, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT, ALOE FEROX LEAF JUICE EXTRACT, COMMIPHORA MYRRHA RESIN EXTRACT, ANGELICA ARCHANGELICA ROOT EXTRACT, ACORUS CALAMUS ROOT EXTRACT, EUGENIA CARYOPHYLLUS (CLOVE) BUD EXTRACT, MYRISTICA FRAGRANS (NUTMEG) FRUIT EXTRACT, PIPER NIGRUM (PEPPER) FRUIT EXTRACT, CURCUMA ZEDOARIA ROOT EXTRACT, ZINGIBER OFFICINALE (GINGER) RHIZOME EXTRACT, ELETTARIA CARDAMOMUM SEED EXTRACT, PANTHENOL, ROSMARINUS OFFICINALIS LEAF OIL, CITRUS LIMON PEEL OIL, MENTHA PIPERITA HERB OIL, CINNAMOMUM ZEYLANICUM LEAF OIL, MELALEUCA LEUCADENDRON CAJUPUTI LEAF OIL, CITRUS SINENSIS PEEL OIL EXPRESSED, CITRUS GRANDIS PEEL OIL, CITRUS NOBILIS PEEL OIL, CORIANDRUM SATIVUM SEED OIL, CITRUS AURANTIFOLIA PEEL OIL DISTILLED, CITRUS AURANTIUM LEAF OIL, LIMONENE, EUGENOL, PROPYLENE GLYCOL, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE",https://www.hebe.pl/milk-shake-szampon-energetyzujacy-do-wlosow-1000-ml-58549057.html
1827,Rica Opuntia Oil for Men Hair & Beard Normalizing,101,"Woda, laurylosiarczan amonu, kokoamfodioctan disodowy, laurylosiarczan magnezu, laurylosulfobursztynian disodowy, białko pszeniczne hydrolizowane kokoilem sodowym, gliceryna, wyciąg z łodyg Opuntia ficus-indica* opuncja figowa, hydrolizowany wyciąg z orzecha włoskiego*, hydrolizowany wyciąg z kasztana, Polyquaternium-7, pantenol, mocznik, wyciąg z nasion Moringa oleifera, alantoina, laurynian glicerylu, wyciąg z nasion Moringa pterygosperma, kwas cytrynowy, perfumy (substancje zapachowe), sole tetrasodowe EDTA, etyloheksylogliceryna, fenoksyetanol.",https://www.hebe.pl/rica-szampon-nawilzajacy-do-wlosow-i-brody-250-ml-76727927.html
1828,Sulsena SeS2,21,"Aqua, Sodium Laureth Sulfate, Acrylates Copolymer, Cocamidopropyl Betaine, Peg-7 Glyceryl Cocoate, Dimethiconol, Tea-dodecylbenzenesulfonate, Parfum, Selenium Sulfide, Glycol Distearate, Coco-glucoside, Glyceryl Oleate, Glyceryl Stearate, Salicylic Acid, Citric Acid, Triethylene Glycol, Benzyl Alcohol, Propylene Glycol, Methylchloroisothiazolinone, Methylisothiazolinone, Sodium Hydroxide.",https://www.hebe.pl/sulsena-szampon-do-wlosow-przeciwlupiezowy-5x8-ml-65148920.html
1829,Sebamed,44,"Aqua, Decyl Glucoside, Disodium Laureth Sulfosuccinate, Sodium Lauryl Sulfoacetate, PEG-55 Propylene Glycol Oleate, Propylene Glycol, Hydroxypropyl Oxidized Starch PG-Trimonium Chloride, Citric Acid, PEG-18 Glyceryl Oleate/Cocoate, Parfum, Phenoxyethanol, Sodium Benzoate.",https://www.hebe.pl/sebamed-bezalkaliczny-szampon-do-codziennej-pielegnacji-do-wlosow-normalnych-i-suchych-200-ml-71731612.html
1830,Insight Sensitive,94,"Aqua (Water),Magnesium Lauryl Sulfate, Sodium Coco-Sulfate, Cocamidopropyl Betaine, Hydrolyzed Rice Bran Protein, Pyrus Cydonia Fruit Extract*, Cucurbita Maxima Fruit Extract*, Glycerin, Myristyl Lactate, Guar Hydroxypropyltrimonium Chloride, Parfum (Fragrance), Sodium Chloride, Citric Acid, Sodium Benzoate, Potassium Sorbate, Dehydroacetic Acid, Benzyl Alcohol, Linalool, Geraniol, Limonene. *z rolnictwa ekologicznego.",https://www.hebe.pl/insight-naturalny-szampon-do-wrazliwej-skory-glowy-400-ml-70342085.html
1831,Spa Pharma Keratin,65,"AQUA, SODIUM COCETH SULFATE, COCO-BETAINE, PERFUME, GLYCOL DISTEARATE, POLYQUATERNIUM-7, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, PEG-12 DIMETHICONE, GLYCERIN, PHENOXYETHANOL, LAURETH-4, COCAMIDOPROPYL BETAINE, CAPRYLYL GLYCOL, ANASTATICA HIEROCHUNTICA. EXTRACT, BUTYLENE GLYCOL, PANTHENOL, LACTIC ACID, CHLORPHENESIN, DISODIUM EDTA, CITRIC ACID, DUNALIELLA SALINA EXTRACT, HYDROLYZED VEGETABLE PROTEIN PG-PROPYL SILANETRIOL, AMODIMETHICONE, TRIDECETH-6, PEG200 CASTOR OIL, LIMONENE, BENZYL SALICYLATE,HEXYL CINNAMAL, LINALOOL, CITRONELLOL.",https://www.hebe.pl/spa-pharma-szampon-do-wlosow-z-keratyna-1000-ml-63551990.html
